session_id	ts	article	choice	query	question
03637b4dcb886908	2017-08-06T00:47:45Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
32e52e3afa30b19e	2017-08-06T00:48:35Z	High IQ society	no	what is a genius iq?	Would you click on this page when searching for '...'?
3d64087a92979ae9	2017-08-06T00:48:43Z	Genius	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
73a729416a93cd8d	2017-08-06T00:49:45Z	Blockbuster	timeout	block buster	If you searched for '...', would this article be a good result?
669940bfeb4b89e2	2017-08-06T00:54:06Z	The Stars and Stripes Forever	dismiss	star and stripes	If you searched for '...', would this article be relevant?
6bfa90151582e931	2017-08-06T00:54:20Z	Barney & Friends	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
ff1901cd1d9be119	2017-08-06T00:55:07Z	Genius	no	what is a genius iq?	Would you click on this page when searching for '...'?
bfb923b2af0fa7fe	2017-08-06T00:55:09Z	The White Stripes	timeout	star and stripes	Would you click on this page when searching for '...'?
0607588a214d7cf8	2017-08-06T00:56:14Z	List of V for Vendetta characters	no	who is v for vendetta?	Would you click on this page when searching for '...'?
48a03c6c7e837b1c	2017-08-06T00:56:43Z	The Stars and Stripes Forever	yes	star and stripes	If someone searched for '...', would they want to read this article?
8dd8e87119e82f56	2017-08-06T00:57:51Z	Tinker Tailor Soldier Spy	yes	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
4291ac7ff57688c8	2017-08-06T00:58:41Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
616263072cf04328	2017-08-06T00:58:50Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
fd59003f06db02c2	2017-08-06T01:01:34Z	Fewer vs. less	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
4f529fd55f7ec6f4	2017-08-06T01:02:46Z	V for Vendetta (film)	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
5a7c1e78726d3e0d	2017-08-06T01:03:02Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
284489d5c723e922	2017-08-06T01:03:46Z	Flower	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
6c08fbd995b54f90	2017-08-06T01:09:24Z	Magic item (Dungeons & Dragons)	timeout	10 items or fewer	Would you click on this page when searching for '...'?
df135cb2a7500eaf	2017-08-06T01:10:58Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
0fc411ceb5f85cb4	2017-08-06T01:11:20Z	Magic item (Dungeons & Dragons)	timeout	10 items or fewer	Would you click on this page when searching for '...'?
61c60ef911d66caf	2017-08-06T01:12:41Z	Super Why!	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
1a5e02470bd0d60e	2017-08-06T01:12:59Z	Flowers in the Attic	no	how do flowers bloom?	If you searched for '...', would this article be relevant?
bdfbb2ed389b1f17	2017-08-06T01:14:16Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be relevant?
e59df0bd9ed5767a	2017-08-06T01:15:13Z	Genius	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
c773bdf95cf135fd	2017-08-06T01:15:33Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be a good result?
4f8a379fa8431080	2017-08-06T01:17:18Z	Goat	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
995b4033078f729d	2017-08-06T01:17:23Z	Barney & Friends	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
df41433fec8db125	2017-08-06T01:19:08Z	How Do You Sleep? (John Lennon song)	no	yesterday beetles	If you searched for '...', would this article be relevant?
2698542e5b36712e	2017-08-06T01:22:04Z	Fewer vs. less	no	10 items or fewer	If someone searched for '...', would they want to read this article?
52093ac8904c79ed	2017-08-06T01:26:12Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
1e896907faa38c00	2017-08-06T01:27:09Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
703735bcbd53b9ef	2017-08-06T01:27:11Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
e3feb5aa51e7bb3b	2017-08-06T01:27:34Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be a good result?
181bb19ca1cd19a7	2017-08-06T01:28:24Z	Genius	yes	what is a genius iq?	If you searched for '...', would this article be relevant?
04728662ee6b8d9f	2017-08-06T01:29:55Z	Item 47	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
a5e9bd8054aa2b93	2017-08-06T01:30:18Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
39c4d3f0a35c15be	2017-08-06T01:30:48Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
af23afa990db3943	2017-08-06T01:33:16Z	Barney & Friends	no	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
c51228eb7efaf86c	2017-08-06T01:34:25Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
6361c186326e8e63	2017-08-06T01:35:09Z	Stripes (film)	timeout	star and stripes	If you searched for '...', would this article be relevant?
4e229d384e2d7ad7	2017-08-06T01:37:03Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
b0140c0ed30ebabb	2017-08-06T01:38:18Z	V for Vendetta	yes	who is v for vendetta?	Would you click on this page when searching for '...'?
dd2ccb21ba87831f	2017-08-06T01:41:57Z	High IQ society	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
04957be8f28f4dea	2017-08-06T01:42:00Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
c919593eedebdaa2	2017-08-06T01:42:56Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
4a96194761e96740	2017-08-06T01:44:56Z	Oliver Hardy filmography	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
ff4d140a946ddcc7	2017-08-06T01:45:06Z	Ian Bannen	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
4a96194761e96740	2017-08-06T01:47:32Z	Oliver Hardy filmography	dismiss	why is a baby goat a kid?	Would you click on this page when searching for '...'?
4e229d384e2d7ad7	2017-08-06T01:47:38Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
bd4f30d5f122eb06	2017-08-06T01:50:47Z	Magic item (Dungeons & Dragons)	timeout	10 items or fewer	Would you click on this page when searching for '...'?
0749bcf52480a59b	2017-08-06T01:52:47Z	Stripes (film)	no	star and stripes	If you searched for '...', would this article be a good result?
907c5032d4b53b99	2017-08-06T01:54:01Z	V for Vendetta	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
783872dc035437e8	2017-08-06T01:56:04Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
552683d7d039eb64	2017-08-06T01:56:08Z	Super Why!	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
f874fa877697833f	2017-08-06T01:56:09Z	Oliver Hardy filmography	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
a8d9f96634853e65	2017-08-06T01:57:48Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
f874fa877697833f	2017-08-06T01:57:49Z	Oliver Hardy filmography	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
fdaff5df150b56fd	2017-08-06T01:59:48Z	High IQ society	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
62aeb49e870ab83a	2017-08-06T02:02:08Z	Web search engine	timeout	search engine	If you searched for '...', would this article be a good result?
3177d624f57e0836	2017-08-06T02:03:57Z	Tinker Tailor Soldier Spy	yes	sailor soldier tinker spy	Would you click on this page when searching for '...'?
2e30028263dc8994	2017-08-06T02:04:45Z	Flowers in the Attic	no	how do flowers bloom?	If you searched for '...', would this article be relevant?
24d56704ddaa6e70	2017-08-06T02:05:03Z	Super Why!	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
20555e14b56328b8	2017-08-06T02:05:15Z	Web search engine	yes	search engine	If you searched for '...', would this article be a good result?
7152bf57c86c61af	2017-08-06T02:06:48Z	V for Vendetta	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
f178a0b6d263ce65	2017-08-06T02:07:39Z	Super Why!	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
d6f0ee4b01b9f42c	2017-08-06T02:09:30Z	Super Why!	no	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
20b70ac3bbfb5a26	2017-08-06T02:09:32Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
98fc5267cc519cf8	2017-08-06T02:10:36Z	Private language argument	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
0fe7c035e3cd5b56	2017-08-06T02:10:48Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
37a6e6e6b7a837eb	2017-08-06T02:10:49Z	Ian Bannen	no	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
faeed48666c4a5a1	2017-08-06T02:10:58Z	IQ classification	no	what is a genius iq?	If someone searched for '...', would they want to read this article?
ffafb031725d2396	2017-08-06T02:12:04Z	Genius (website)	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
98cc22dac7d3ce07	2017-08-06T02:13:30Z	Genius	no	what is a genius iq?	Would you click on this page when searching for '...'?
085de5923228eeb7	2017-08-06T02:15:30Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
771fdf81f87abd51	2017-08-06T02:18:58Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If someone searched for '...', would they want to read this article?
771fdf81f87abd51	2017-08-06T02:19:11Z	Flowers in the Attic	no	how do flowers bloom?	If you searched for '...', would this article be relevant?
771fdf81f87abd51	2017-08-06T02:19:30Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If you searched for '...', would this article be a good result?
ad8cac41d38e8b5d	2017-08-06T02:19:48Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
473156b53e314967	2017-08-06T02:20:20Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
e74e80fa8d1f6221	2017-08-06T02:20:35Z	High IQ society	yes	what is a genius iq?	If someone searched for '...', would they want to read this article?
37ce433f3c451356	2017-08-06T02:21:17Z	Super Why!	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
99f3b2c76d5ca3c0	2017-08-06T02:22:03Z	Flowers in the Attic	no	how do flowers bloom?	If someone searched for '...', would they want to read this article?
e97917f458e84b87	2017-08-06T02:22:08Z	V for Vendetta (film)	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
2313e03546d24d82	2017-08-06T02:22:14Z	Item 47	yes	10 items or fewer	If someone searched for '...', would they want to read this article?
b2c56e9bf0af40bc	2017-08-06T02:24:50Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be relevant?
1af84900abe9d127	2017-08-06T02:25:05Z	Diss (music)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
05123ae8fe538096	2017-08-06T02:27:47Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
efa9c58669699d6f	2017-08-06T02:27:52Z	List of search engines	timeout	search engine	If you searched for '...', would this article be a good result?
785399f98218a05d	2017-08-06T02:28:21Z	V (comics)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
fb9358919ba93ec0	2017-08-06T02:29:06Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
98fc5267cc519cf8	2017-08-06T02:29:12Z	Private language argument	timeout	yesterday beetles	Would you click on this page when searching for '...'?
3b43984fb496dad0	2017-08-06T02:29:37Z	The Kids from Room 402	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
871e2dfbae5b6c8a	2017-08-06T02:29:47Z	Super Why!	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
2c834f3387e9420d	2017-08-06T02:30:10Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
5a10fd28f51cacf2	2017-08-06T02:30:12Z	Genius (website)	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
b3828e79f82f5c85	2017-08-06T02:31:34Z	Stripes (film)	timeout	star and stripes	Would you click on this page when searching for '...'?
5af36df2b2ffc07d	2017-08-06T02:31:55Z	Barney & Friends	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
2c3b64ba5bd52c53	2017-08-06T02:32:19Z	Super Why!	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
763ea86a19b37d68	2017-08-06T02:32:41Z	Web search engine	timeout	search engine	If you searched for '...', would this article be a good result?
d52007ab88a13bf8	2017-08-06T02:33:01Z	Flowers in the Attic	no	how do flowers bloom?	Would you click on this page when searching for '...'?
054206f7d0fb14a3	2017-08-06T02:33:20Z	Flowers in the Attic	no	how do flowers bloom?	If someone searched for '...', would they want to read this article?
6b046c56b0761199	2017-08-06T02:34:11Z	High IQ society	no	what is a genius iq?	If someone searched for '...', would they want to read this article?
eaebe5c396db86a6	2017-08-06T02:35:00Z	Genius	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
014de8a61a90f9b2	2017-08-06T02:37:33Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
f80e277493cc7765	2017-08-06T02:39:33Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
836b70bfe0274614	2017-08-06T02:40:16Z	Web search engine	timeout	search engine	If you searched for '...', would this article be relevant?
b2e97f54624582d9	2017-08-06T02:40:35Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
b720e42b21a2bb82	2017-08-06T02:41:11Z	Barney & Friends	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
b720e42b21a2bb82	2017-08-06T02:41:11Z	Barney & Friends	yes	why is a baby goat a kid?	Would you click on this page when searching for '...'?
a17a065299c0fc44	2017-08-06T02:43:40Z	The Stars and Stripes Forever	yes	star and stripes	If you searched for '...', would this article be relevant?
ebb01eae99b93082	2017-08-06T02:43:56Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
4d318f6e3b2f193f	2017-08-06T02:43:56Z	List of search engines	timeout	search engine	If you searched for '...', would this article be relevant?
a17a065299c0fc44	2017-08-06T02:44:26Z	The Stars and Stripes Forever	yes	star and stripes	If you searched for '...', would this article be relevant?
f7b2d4c65fb0e44f	2017-08-06T02:44:44Z	Genius	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
2401dd9ce686bbf2	2017-08-06T02:46:13Z	Blockbuster	timeout	block buster	If someone searched for '...', would they want to read this article?
4b18f03e61ec02c4	2017-08-06T02:46:34Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
79b6aaf790cbd654	2017-08-06T02:46:50Z	High IQ society	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
df52c6937337bb98	2017-08-06T02:47:27Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be relevant?
81c6c768f5824743	2017-08-06T02:47:59Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
d4426cad004f646b	2017-08-06T02:49:43Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
f9fa723ca7be7b03	2017-08-06T02:50:06Z	Fewer vs. less	yes	10 items or fewer	If you searched for '...', would this article be a good result?
d75cd17a31832b55	2017-08-06T02:50:43Z	V for Vendetta (film)	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
46b036ae7a0be5c3	2017-08-06T02:51:31Z	Tinker, Tailor	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
7c33529e263cb329	2017-08-06T02:54:08Z	The White Stripes	no	star and stripes	If you searched for '...', would this article be relevant?
91abb2540c4c8a35	2017-08-06T02:56:43Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	Would you click on this page when searching for '...'?
4bbcdb002d566150	2017-08-06T02:57:23Z	The White Stripes	timeout	star and stripes	If you searched for '...', would this article be a good result?
128640f4acdb8493	2017-08-06T02:57:35Z	Barney & Friends	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
c030167b4c71f448	2017-08-06T02:59:24Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be a good result?
365e318492af3495	2017-08-06T03:00:16Z	Flower	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
2726a12a47463eeb	2017-08-06T03:02:32Z	V for Vendetta	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
a2f10849ebc251f6	2017-08-06T03:04:15Z	Goat	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
580a6e0974f62a8a	2017-08-06T03:04:18Z	Fewer vs. less	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
8e4aba96a425d708	2017-08-06T03:05:03Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
881bbb29b7232582	2017-08-06T03:06:06Z	Genius	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
b348a83d74d1091a	2017-08-06T03:07:49Z	Genius (website)	no	what is a genius iq?	Would you click on this page when searching for '...'?
7b686db83252dc9c	2017-08-06T03:08:06Z	Flowers in the Attic	no	how do flowers bloom?	If someone searched for '...', would they want to read this article?
1b7b7cfb7ea8b230	2017-08-06T03:08:57Z	Flowers in the Attic	no	how do flowers bloom?	Would you click on this page when searching for '...'?
44fbd7fe6432bfa5	2017-08-06T03:09:45Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
3a3d417c2772ba86	2017-08-06T03:10:51Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
263ed233d272fc84	2017-08-06T03:11:00Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
8877fd4481f91200	2017-08-06T03:13:09Z	Blockbuster	timeout	block buster	If you searched for '...', would this article be relevant?
b73abdc8f121fd84	2017-08-06T03:13:10Z	V (comics)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
9642a8b810ff9114	2017-08-06T03:13:36Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
bbc035c250cce1db	2017-08-06T03:15:07Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
aeb09c6d67a42409	2017-08-06T03:16:23Z	Goat	no	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
f512161b1f1e235b	2017-08-06T03:16:59Z	Private language argument	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
575f6624a5790566	2017-08-06T03:18:17Z	Ian Bannen	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
c23d2659d5309a3c	2017-08-06T03:18:36Z	V for Vendetta (film)	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
405a45da9c64848f	2017-08-06T03:19:05Z	The White Stripes	timeout	star and stripes	If someone searched for '...', would they want to read this article?
74070bb02312ff2a	2017-08-06T03:19:39Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
95c698f4d3ea81ab	2017-08-06T03:20:02Z	Super Why!	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
097a50bcfa1dffbf	2017-08-06T03:20:17Z	Super Why!	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
0139e6c27becedfc	2017-08-06T03:21:27Z	Super Why!	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
e80d873985b348ab	2017-08-06T03:21:32Z	Stripes (film)	timeout	star and stripes	If you searched for '...', would this article be relevant?
86a2e268aacdb061	2017-08-06T03:22:18Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
d9b533337b3af87e	2017-08-06T03:23:30Z	V for Vendetta (film)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
ab6dc9c6e348c21b	2017-08-06T03:23:32Z	The White Stripes	timeout	star and stripes	If you searched for '...', would this article be a good result?
ea1f77f08c31e8bc	2017-08-06T03:23:51Z	Item 47	timeout	10 items or fewer	Would you click on this page when searching for '...'?
3140f4beb90c26ca	2017-08-06T03:25:04Z	Blockbuster	timeout	block buster	Would you click on this page when searching for '...'?
2dc7f6047ae03fc9	2017-08-06T03:26:11Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
2e3ee399f1b70294	2017-08-06T03:26:13Z	Search engine marketing	timeout	search engine	If someone searched for '...', would they want to read this article?
284e3a48fd614bdd	2017-08-06T03:26:45Z	V for Vendetta	no	who is v for vendetta?	If you searched for '...', would this article be a good result?
2ea1d3cb96ff142b	2017-08-06T03:27:33Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
37c39ad6b2346387	2017-08-06T03:27:57Z	Blockbuster	timeout	block buster	If you searched for '...', would this article be relevant?
9e02633920a72c8a	2017-08-06T03:29:28Z	V for Vendetta (film)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
1d091828adc12449	2017-08-06T03:29:51Z	Search engine marketing	no	search engine	If you searched for '...', would this article be a good result?
2b5efa58fb52ffbf	2017-08-06T03:31:10Z	List of search engines	timeout	search engine	Would you click on this page when searching for '...'?
4ed83419748afd3c	2017-08-06T03:31:33Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
f512161b1f1e235b	2017-08-06T03:32:16Z	Private language argument	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
816824ad3b8c4c56	2017-08-06T03:33:31Z	High IQ society	no	what is a genius iq?	Would you click on this page when searching for '...'?
5c624132954d3625	2017-08-06T03:35:03Z	Buster Keaton	timeout	block buster	Would you click on this page when searching for '...'?
240b8e7f6242dc87	2017-08-06T03:35:18Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be a good result?
410798e7cee92bba	2017-08-06T03:35:45Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
7d97db1f89affff8	2017-08-06T03:36:41Z	Goat	no	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
65ff2bcc3cef59ca	2017-08-06T03:37:42Z	Private language argument	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
c23f1614ebef7702	2017-08-06T03:40:54Z	Barney & Friends	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
0c630a4a6e9022c6	2017-08-06T03:42:19Z	List of search engines	timeout	search engine	Would you click on this page when searching for '...'?
38907d470846100c	2017-08-06T03:42:52Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
2f5b7b77acad1000	2017-08-06T03:43:24Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be relevant?
251ca2158a3a85e3	2017-08-06T03:44:55Z	Super Why!	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
a0a543b668de5d8d	2017-08-06T03:47:19Z	Web search engine	dismiss	search engine	If someone searched for '...', would they want to read this article?
0f0d28e1fbbea990	2017-08-06T03:47:25Z	Genius	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
aa2eb10019316464	2017-08-06T03:48:54Z	V for Vendetta (film)	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
9919e8676fab2de2	2017-08-06T03:48:59Z	List of V for Vendetta characters	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
e9dfc33c6ba11452	2017-08-06T03:50:03Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
f454054e61fbe98d	2017-08-06T03:50:21Z	High IQ society	no	what is a genius iq?	If you searched for '...', would this article be relevant?
00ff9730e89bce4f	2017-08-06T03:50:44Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
5b50c27fcba4a47b	2017-08-06T03:51:10Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be a good result?
73c69710e03cfd5e	2017-08-06T03:54:25Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be relevant?
712e58c16d76163d	2017-08-06T03:56:22Z	Buster Keaton	no	block buster	If someone searched for '...', would they want to read this article?
e94f38bfcc25a54d	2017-08-06T03:56:54Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
2f253f23752d7f4f	2017-08-06T04:00:23Z	V for Vendetta	no	who is v for vendetta?	If you searched for '...', would this article be relevant?
7057f21769252cc1	2017-08-06T04:00:37Z	Super Why!	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
443f7ef86b6879cd	2017-08-06T04:04:16Z	Private language argument	no	yesterday beetles	If someone searched for '...', would they want to read this article?
d6efe3123573cddb	2017-08-06T04:04:33Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
67dced29c04c3939	2017-08-06T04:04:35Z	Buster Keaton	timeout	block buster	Would you click on this page when searching for '...'?
60f3b517725aefe0	2017-08-06T04:07:22Z	V for Vendetta (film)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
816824ad3b8c4c56	2017-08-06T04:07:24Z	High IQ society	no	what is a genius iq?	If someone searched for '...', would they want to read this article?
2731f5aa264b49ee	2017-08-06T04:10:54Z	V (comics)	yes	who is v for vendetta?	If someone searched for '...', would they want to read this article?
b56eb09a4df7eb58	2017-08-06T04:11:00Z	Stripes (film)	timeout	star and stripes	If someone searched for '...', would they want to read this article?
9b5c1317fbfb2daa	2017-08-06T04:11:48Z	Web search engine	timeout	search engine	If you searched for '...', would this article be a good result?
743b28931797b478	2017-08-06T04:12:55Z	Super Why!	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
60435abd7a2307e4	2017-08-06T04:17:29Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
d9f0f234f73344dc	2017-08-06T04:21:37Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
1d7df593856b5511	2017-08-06T04:21:43Z	Genius	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
fc4523212a934ac1	2017-08-06T04:22:05Z	High IQ society	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
f512161b1f1e235b	2017-08-06T04:23:43Z	Private language argument	timeout	yesterday beetles	Would you click on this page when searching for '...'?
4f803a0b54096372	2017-08-06T04:25:03Z	Genius	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
6afa6fd9849eab66	2017-08-06T04:25:24Z	V for Vendetta (film)	yes	who is v for vendetta?	If you searched for '...', would this article be relevant?
4ef204e33a7dd5b9	2017-08-06T04:27:13Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
7ef14f0190abcf70	2017-08-06T04:27:46Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
371a469de2e3891e	2017-08-06T04:29:44Z	List of fictional double agents	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
255a1e1a13670be9	2017-08-06T04:33:14Z	Super Why!	yes	why is a baby goat a kid?	Would you click on this page when searching for '...'?
c6c50d110087bac1	2017-08-06T04:34:31Z	V for Vendetta (film)	no	who is v for vendetta?	If someone searched for '...', would they want to read this article?
403d1dac2a65be63	2017-08-06T04:34:51Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
dec916202dd7272b	2017-08-06T04:36:26Z	Flower	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
