session_id	ts	article	choice	query	question
b5fbf661257963ce	2017-08-13T08:33:20Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
0ce1fc825c7ece47	2017-08-13T08:38:39Z	Item 47	timeout	10 items or fewer	Would you click on this page when searching for '...'?
ffc6abdd5ccda44c	2017-08-13T08:39:29Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
c1023c026da6a1a8	2017-08-13T08:43:46Z	Magic item (Dungeons & Dragons)	no	10 items or fewer	Would you click on this page when searching for '...'?
b689ca4ee42d0ec2	2017-08-13T08:44:44Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
2af1398541804db4	2017-08-13T08:44:51Z	V for Vendetta (film)	yes	who is v for vendetta?	If you searched for '...', would this article be a good result?
881080c4d6c2941e	2017-08-13T08:46:16Z	Magic item (Dungeons & Dragons)	unsure	10 items or fewer	If you searched for '...', would this article be a good result?
97ac02f1aabef36c	2017-08-13T08:48:44Z	Genius	no	what is a genius iq?	Would you click on this page when searching for '...'?
db7d036c245472ab	2017-08-13T08:50:45Z	Tinker Tailor Soldier Spy	no	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
f61d93173ef0689a	2017-08-13T08:53:01Z	Super Why!	unsure	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
dc5e5140f585da94	2017-08-13T08:53:33Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be relevant?
1e734ccf316401cf	2017-08-13T08:55:29Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
9929d5be4a95aa9d	2017-08-13T08:57:20Z	V for Vendetta	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
093d18eb332be880	2017-08-13T09:03:28Z	V for Vendetta (film)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
c7387b1f47fb2907	2017-08-13T09:03:28Z	Search engine marketing	timeout	search engine	Would you click on this page when searching for '...'?
183fb69ab03acd56	2017-08-13T09:04:07Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
e981506052e6632e	2017-08-13T09:05:09Z	Buster Keaton	no	block buster	If you searched for '...', would this article be relevant?
81585e4430270a66	2017-08-13T09:06:20Z	Stripes (film)	unsure	star and stripes	If you searched for '...', would this article be a good result?
85a5c6400b989940	2017-08-13T09:10:28Z	Buster Keaton	unsure	block buster	If someone searched for '...', would they want to read this article?
464f75386c5b4237	2017-08-13T09:12:20Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
0a3ea43f2bb61242	2017-08-13T09:14:23Z	Search engine marketing	no	search engine	If someone searched for '...', would they want to read this article?
5d417ab19f972ed9	2017-08-13T09:17:55Z	Genius (website)	no	what is a genius iq?	If you searched for '...', would this article be relevant?
a7412b255621a920	2017-08-13T09:25:43Z	V for Vendetta (film)	unsure	who is v for vendetta?	If someone searched for '...', would they want to read this article?
e4715b0aaa5568ce	2017-08-13T09:30:03Z	Genius (website)	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
66cf64b12880857b	2017-08-13T09:31:27Z	Buster Keaton	timeout	block buster	Would you click on this page when searching for '...'?
9c1006fc886f7fa9	2017-08-13T09:34:57Z	V for Vendetta	unsure	who is v for vendetta?	If you searched for '...', would this article be relevant?
72c10578f8bbbde4	2017-08-13T09:38:57Z	Magic item (Dungeons & Dragons)	unsure	10 items or fewer	If you searched for '...', would this article be relevant?
4b745eb3d71128f2	2017-08-13T09:40:23Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
e99d9c55796c060c	2017-08-13T09:48:14Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
9c1006fc886f7fa9	2017-08-13T09:50:39Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
aa6469e61657e2ee	2017-08-13T09:51:38Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
2d36aca96082dae1	2017-08-13T09:52:08Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
e917749b89275bdc	2017-08-13T09:55:59Z	Search engine marketing	timeout	search engine	If someone searched for '...', would they want to read this article?
113df650c7e6e42f	2017-08-13T09:57:23Z	Goat	yes	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
88c49ca877443d34	2017-08-13T09:58:49Z	Diss (music)	no	yesterday beetles	If you searched for '...', would this article be a good result?
a579a0e58f5f6df1	2017-08-13T09:59:16Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
d209885f9f3401e4	2017-08-13T10:02:02Z	Magic item (Dungeons & Dragons)	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
b0ab1444294110c0	2017-08-13T10:02:28Z	Buster Keaton	no	block buster	If someone searched for '...', would they want to read this article?
4450f2d3468bd066	2017-08-13T10:08:10Z	The Stars and Stripes Forever	timeout	star and stripes	If someone searched for '...', would they want to read this article?
9f3072f9a6ecaa68	2017-08-13T10:13:38Z	Oliver Hardy filmography	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
65046de3a5d118f0	2017-08-13T10:16:52Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be a good result?
888325389c1ae06f	2017-08-13T10:18:06Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
d4711efb2619e76d	2017-08-13T10:18:23Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
34b8af320d28ee31	2017-08-13T10:22:31Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
828447fb21aacbd1	2017-08-13T10:23:28Z	Genius	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
c58fa998f9ad4f3a	2017-08-13T10:24:16Z	Flowers in the Attic	no	how do flowers bloom?	If you searched for '...', would this article be relevant?
5fca702a5cd4ed0b	2017-08-13T10:24:17Z	The Stars and Stripes Forever	no	star and stripes	Would you click on this page when searching for '...'?
0c1e97697bdff04a	2017-08-13T10:26:16Z	Genius	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
e4e0050ff852cd3a	2017-08-13T10:27:58Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
f4e5a10ad44fb2f0	2017-08-13T10:28:21Z	V (comics)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
7360dd0a09ea9380	2017-08-13T10:29:10Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
3a594727c62df3e6	2017-08-13T10:29:22Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
47a7fb028031152a	2017-08-13T10:31:55Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
3a87cf6026390d5b	2017-08-13T10:32:24Z	List of search engines	timeout	search engine	Would you click on this page when searching for '...'?
cbb172293b75968e	2017-08-13T10:33:53Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
34a337e18fd14d8f	2017-08-13T10:35:50Z	Search engine marketing	timeout	search engine	If someone searched for '...', would they want to read this article?
d6adc891dd5d1e57	2017-08-13T10:36:05Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
19a81ef39ca92108	2017-08-13T10:36:38Z	Flower	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
c405afa075263d3a	2017-08-13T10:37:01Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
cbb172293b75968e	2017-08-13T10:38:12Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
fe2a92220b9c4f2b	2017-08-13T10:41:16Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
3a594727c62df3e6	2017-08-13T10:41:58Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If you searched for '...', would this article be relevant?
092f05ba793bbde3	2017-08-13T10:43:13Z	Tinker, Tailor	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
f64e9933bbf9314c	2017-08-13T10:47:19Z	The Sweet (album)	timeout	block buster	If you searched for '...', would this article be a good result?
9e389adb46778ff9	2017-08-13T10:51:33Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
cc49b563bab8815d	2017-08-13T10:53:02Z	Genius	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
7c0d388c3e717676	2017-08-13T10:54:36Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
521d419e5321c1da	2017-08-13T10:55:22Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be a good result?
d83757400a2b112c	2017-08-13T10:57:29Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
18ccf0f16a667e2d	2017-08-13T10:57:33Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
e5a498b59c74d3c9	2017-08-13T10:59:16Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
d9a0fceb9c1bf029	2017-08-13T10:59:30Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
5fb7b99e72d98c7f	2017-08-13T11:00:55Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
32e45a2c6e07a262	2017-08-13T11:01:21Z	Barney & Friends	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
3b28e602945f2abc	2017-08-13T11:04:18Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If someone searched for '...', would they want to read this article?
1593a0340e09d234	2017-08-13T11:06:04Z	Genius	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
b5aa55e0e079483e	2017-08-13T11:08:54Z	V for Vendetta	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
0b330eae64c4e99e	2017-08-13T11:10:38Z	How Do You Sleep? (John Lennon song)	yes	yesterday beetles	If you searched for '...', would this article be relevant?
37fbbfeb11dc7c26	2017-08-13T11:12:00Z	Genius	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
4f3c61f99ade1dca	2017-08-13T11:12:07Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
cbf4d24bb16cf79b	2017-08-13T11:12:10Z	Flowers in the Attic	unsure	how do flowers bloom?	If you searched for '...', would this article be relevant?
69e0b4816fa5081c	2017-08-13T11:12:41Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If you searched for '...', would this article be relevant?
46e762a4b92230e1	2017-08-13T11:12:45Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If someone searched for '...', would they want to read this article?
5bc04bc27227e8fd	2017-08-13T11:14:35Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
0f3d38f7633746ef	2017-08-13T11:17:14Z	Fewer vs. less	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
d398861aab0c61f0	2017-08-13T11:21:30Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
682dc6f957df7c8f	2017-08-13T11:22:20Z	Flowers in the Attic	no	how do flowers bloom?	If you searched for '...', would this article be a good result?
7d05936f747945da	2017-08-13T11:24:55Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be a good result?
20e418f81bc95653	2017-08-13T11:30:34Z	Tinker Tailor Soldier Spy	unsure	sailor soldier tinker spy	Would you click on this page when searching for '...'?
fa613c274b1b0139	2017-08-13T11:33:30Z	Web search engine	unsure	search engine	Would you click on this page when searching for '...'?
8235c066e436c2b7	2017-08-13T11:33:44Z	Search engine optimization	timeout	search engine	If someone searched for '...', would they want to read this article?
bd42368121d803fc	2017-08-13T11:33:53Z	Goat	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
3b031f4859048b37	2017-08-13T11:34:27Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
f87502fe34476179	2017-08-13T11:34:41Z	V for Vendetta	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
8fa15bb09cd33612	2017-08-13T11:37:36Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
106bfec198f3dfe4	2017-08-13T11:38:52Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
95116afb94f949b0	2017-08-13T11:39:08Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
bdbcb0fccd1d4625	2017-08-13T11:39:24Z	Flowers in the Attic	no	how do flowers bloom?	If you searched for '...', would this article be a good result?
5ddc417505ba244c	2017-08-13T11:39:58Z	Flowers in the Attic	no	how do flowers bloom?	Would you click on this page when searching for '...'?
57721d8a7a1597be	2017-08-13T11:42:05Z	Tinker Tailor Soldier Spy	yes	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
987e0953b7dcd34a	2017-08-13T11:42:49Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
165bd0c115749283	2017-08-13T11:43:08Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
21a9d1778f89fdc2	2017-08-13T11:45:16Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
ff56ca9380068aa7	2017-08-13T11:45:23Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
0075365bf9e8c299	2017-08-13T11:45:39Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
79a8158074631be6	2017-08-13T11:46:38Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
92dab8373733f18b	2017-08-13T11:48:35Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be a good result?
924672daf5f8e241	2017-08-13T11:48:58Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
3b6d4935edf48a07	2017-08-13T11:56:55Z	V (comics)	unsure	who is v for vendetta?	If you searched for '...', would this article be a good result?
6da55cc086d0b924	2017-08-13T11:58:27Z	V for Vendetta	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
44c972dfdc62a4ad	2017-08-13T11:59:14Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
133086e612b2686d	2017-08-13T12:00:22Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be a good result?
8fa15bb09cd33612	2017-08-13T12:00:41Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
909bdababf1e04c1	2017-08-13T12:00:56Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
10a6846859779603	2017-08-13T12:01:03Z	Private language argument	no	yesterday beetles	If you searched for '...', would this article be relevant?
4cf3d52d9039fd7a	2017-08-13T12:01:06Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
a94977f1c6e3d8ff	2017-08-13T12:01:19Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
2612fd21083dfc13	2017-08-13T12:02:20Z	Genius	no	what is a genius iq?	If someone searched for '...', would they want to read this article?
5cfd4a2005814a14	2017-08-13T12:02:22Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
99b930de4568ae2c	2017-08-13T12:02:31Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
e90370df269e3193	2017-08-13T12:04:01Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
47114afe6fd5f913	2017-08-13T12:04:17Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
76000da96d2952ad	2017-08-13T12:06:11Z	Genius	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
e1992bec906e65ce	2017-08-13T12:08:18Z	V (comics)	unsure	who is v for vendetta?	If someone searched for '...', would they want to read this article?
03a7f43b7ead0ea5	2017-08-13T12:10:08Z	Flower	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
daa7c106e76e7337	2017-08-13T12:13:19Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If you searched for '...', would this article be a good result?
15a7dd722900adfe	2017-08-13T12:13:30Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
2f1bbdf5fdc4eefb	2017-08-13T12:15:53Z	Diss (music)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
5cfef63ab34b21c9	2017-08-13T12:17:10Z	Flowers in the Attic	no	how do flowers bloom?	If you searched for '...', would this article be a good result?
c2c52d4a7b192334	2017-08-13T12:17:37Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
daa7c106e76e7337	2017-08-13T12:19:32Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If you searched for '...', would this article be a good result?
5495d85f09204aef	2017-08-13T12:20:02Z	Genius	no	what is a genius iq?	Would you click on this page when searching for '...'?
c26d04c7d6faaca0	2017-08-13T12:20:24Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
078cfbcb7404e9b4	2017-08-13T12:20:58Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
de738d0363f4fd66	2017-08-13T12:21:23Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
8e7356cb156afb5d	2017-08-13T12:26:07Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
a21a91b2cc80ad2f	2017-08-13T12:26:29Z	List of search engines	yes	search engine	If someone searched for '...', would they want to read this article?
1b743296c132993f	2017-08-13T12:26:31Z	Flower	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
451c571d6b7be347	2017-08-13T12:28:01Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
4c8bede3c82ae2d3	2017-08-13T12:28:10Z	Web search engine	timeout	search engine	If you searched for '...', would this article be a good result?
48c63dd8de53e948	2017-08-13T12:28:41Z	Web search engine	yes	search engine	If you searched for '...', would this article be a good result?
ef8ab7f204f8f9b9	2017-08-13T12:29:15Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
8cf18e1ec0b746d0	2017-08-13T12:29:18Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
be63e013ef438c35	2017-08-13T12:30:05Z	Barney & Friends	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
340229848aa58657	2017-08-13T12:31:25Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
d1e3f0abfe410a3b	2017-08-13T12:31:57Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
d1c15031f383e562	2017-08-13T12:32:22Z	V for Vendetta	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
4bc012b06b9bfed7	2017-08-13T12:36:20Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
be56fd3d06c197d8	2017-08-13T12:38:05Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
fd78c3c369d21abf	2017-08-13T12:40:13Z	Stripes (film)	no	star and stripes	If you searched for '...', would this article be relevant?
57d818be55fea338	2017-08-13T12:40:35Z	Buster Keaton	timeout	block buster	Would you click on this page when searching for '...'?
b1b4ccf11f907c28	2017-08-13T12:40:36Z	List of V for Vendetta characters	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
3f093f48150b2b8f	2017-08-13T12:41:47Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
5495d85f09204aef	2017-08-13T12:42:27Z	Genius	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
390b9e09a8095183	2017-08-13T12:46:32Z	Diss (music)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
487824153427962a	2017-08-13T12:46:45Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
763ec0c9435b474d	2017-08-13T12:47:37Z	V for Vendetta	yes	who is v for vendetta?	If someone searched for '...', would they want to read this article?
a94327ac2c752eb5	2017-08-13T12:48:21Z	Buster Keaton	timeout	block buster	Would you click on this page when searching for '...'?
b101a0a21afa5d7e	2017-08-13T12:48:46Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
90a6143307a9a91c	2017-08-13T12:49:13Z	Diss (music)	unsure	yesterday beetles	If you searched for '...', would this article be a good result?
9209a9bcd5240bc0	2017-08-13T12:49:47Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
e6d56846a7c47713	2017-08-13T12:52:10Z	Tinker, Tailor	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
042853dbe58ba319	2017-08-13T12:52:18Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
a37648ffd9e6f1ab	2017-08-13T12:53:27Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
09829c8a620ef7b4	2017-08-13T12:57:37Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
6534c7c712d719e1	2017-08-13T13:03:34Z	Super Why!	yes	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
d249c87a6df51b7d	2017-08-13T13:03:45Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
46cc0e42abbce68c	2017-08-13T13:04:32Z	Barney & Friends	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
58d936ace1339ca9	2017-08-13T13:05:56Z	The Stars and Stripes Forever	timeout	star and stripes	Would you click on this page when searching for '...'?
70c94983bc0f3dc7	2017-08-13T13:06:00Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
3df5674ed92fc77e	2017-08-13T13:06:03Z	Private language argument	no	yesterday beetles	If you searched for '...', would this article be relevant?
1bdd7407f5b57a91	2017-08-13T13:07:20Z	Genius (website)	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
380c8371da9bf7b1	2017-08-13T13:07:40Z	V (comics)	yes	who is v for vendetta?	If you searched for '...', would this article be relevant?
a85b4e82b9d7fa1c	2017-08-13T13:10:51Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
58d936ace1339ca9	2017-08-13T13:11:44Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
6e29d337c6b81202	2017-08-13T13:13:28Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
c1f52d9c4188adc0	2017-08-13T13:13:45Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
c2f86b0cdbc268b6	2017-08-13T13:14:00Z	The Stars and Stripes Forever	timeout	star and stripes	Would you click on this page when searching for '...'?
6c4a19338921b900	2017-08-13T13:14:41Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
da8b1cafdc4e91d7	2017-08-13T13:15:02Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
d0f36853134d534d	2017-08-13T13:16:02Z	High IQ society	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
2c3a13d1bbd5e52b	2017-08-13T13:16:15Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
20b8002cabd99f05	2017-08-13T13:19:12Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
f25ca95348e2741f	2017-08-13T13:24:47Z	Flowers in the Attic	no	how do flowers bloom?	Would you click on this page when searching for '...'?
1443ba5179c448e7	2017-08-13T13:25:34Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
aafa065acac8b813	2017-08-13T13:25:50Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
696e643982ba754e	2017-08-13T13:25:53Z	The Kids from Room 402	unsure	why is a baby goat a kid?	Would you click on this page when searching for '...'?
5ca60594d0455660	2017-08-13T13:26:27Z	V (comics)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
2c5dac53a1ffa73c	2017-08-13T13:26:41Z	List of search engines	timeout	search engine	If someone searched for '...', would they want to read this article?
91532f55e9f3bcb4	2017-08-13T13:26:51Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
40cb68446f8567a3	2017-08-13T13:27:07Z	The Stars and Stripes Forever	timeout	star and stripes	If someone searched for '...', would they want to read this article?
b1b4ccf11f907c28	2017-08-13T13:28:22Z	V for Vendetta	yes	who is v for vendetta?	Would you click on this page when searching for '...'?
2202cbee75c251b7	2017-08-13T13:28:46Z	The White Stripes	no	star and stripes	Would you click on this page when searching for '...'?
b1b4ccf11f907c28	2017-08-13T13:30:20Z	V for Vendetta	unsure	who is v for vendetta?	Would you click on this page when searching for '...'?
cb60fde05701eb01	2017-08-13T13:32:10Z	List of search engines	timeout	search engine	Would you click on this page when searching for '...'?
b919c1218b641a52	2017-08-13T13:33:05Z	Buster Keaton	timeout	block buster	Would you click on this page when searching for '...'?
c529be4d2be343bc	2017-08-13T13:33:11Z	Flower	unsure	how do flowers bloom?	If someone searched for '...', would they want to read this article?
5433ad776fd1190c	2017-08-13T13:35:01Z	The Stars and Stripes Forever	yes	star and stripes	If someone searched for '...', would they want to read this article?
6e29d337c6b81202	2017-08-13T13:38:15Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
ff1f821774d819e2	2017-08-13T13:39:49Z	High IQ society	unsure	what is a genius iq?	If someone searched for '...', would they want to read this article?
855e71d316da3549	2017-08-13T13:42:11Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be relevant?
bc30ba35a44a67df	2017-08-13T13:44:05Z	Item 47	timeout	10 items or fewer	If you searched for '...', would this article be a good result?
fda2804e3d2444a4	2017-08-13T13:44:49Z	The Stars and Stripes Forever	timeout	star and stripes	If someone searched for '...', would they want to read this article?
76530c702c86db17	2017-08-13T13:45:56Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
8aa224980c10edf6	2017-08-13T13:46:33Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
f49b154525abcdde	2017-08-13T13:48:01Z	Search engine optimization	timeout	search engine	Would you click on this page when searching for '...'?
38a52b25105c61b6	2017-08-13T13:48:12Z	Fewer vs. less	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
d8a571395db8257e	2017-08-13T13:51:25Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
16315255f6137e7c	2017-08-13T13:53:39Z	Genius (website)	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
010f605993f9b88d	2017-08-13T13:57:02Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
ea5cc191da5b716e	2017-08-13T13:57:12Z	Genius (website)	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
b485efb7c711c798	2017-08-13T13:57:30Z	Super Why!	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
2cb5c835f8906fbe	2017-08-13T13:58:36Z	Fewer vs. less	no	10 items or fewer	If you searched for '...', would this article be relevant?
